timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/09/20 14:40:17.706, 0, 183.61 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:17.709, 1, 183.96 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:17.710, 2, 179.47 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:17.712, 3, 181.22 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:17.714, 4, 181.30 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:17.716, 5, 179.43 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:17.717, 6, 180.17 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:17.719, 7, 182.13 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:18.721, 0, 183.61 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:18.721, 1, 183.94 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:18.721, 2, 179.46 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:18.721, 3, 181.18 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:18.721, 4, 181.30 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:18.721, 5, 179.47 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:18.721, 6, 180.17 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:18.721, 7, 182.13 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:19.721, 0, 183.61 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:19.721, 1, 183.70 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:19.721, 2, 179.43 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:19.721, 3, 181.18 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:19.721, 4, 181.30 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:19.721, 5, 179.47 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:19.721, 6, 180.17 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:19.721, 7, 182.13 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:20.721, 0, 183.61 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:20.721, 1, 183.70 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:20.722, 2, 179.46 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:20.722, 3, 181.24 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:20.722, 4, 181.30 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:20.722, 5, 179.47 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:20.722, 6, 180.17 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:20.722, 7, 182.13 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:21.722, 0, 183.61 W, 39, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:21.722, 1, 183.93 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:21.722, 2, 179.43 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:21.722, 3, 181.26 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:21.722, 4, 181.30 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:21.722, 5, 179.43 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:21.722, 6, 180.17 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:21.722, 7, 182.13 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:22.722, 0, 183.61 W, 39, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:22.722, 1, 183.70 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:22.722, 2, 179.39 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:22.722, 3, 181.22 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:22.722, 4, 181.30 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:22.722, 5, 179.47 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:22.722, 6, 180.17 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:22.722, 7, 182.13 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:23.722, 0, 183.45 W, 39, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:23.722, 1, 183.67 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:23.722, 2, 179.03 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:23.722, 3, 181.22 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:23.722, 4, 181.30 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:23.722, 5, 179.46 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:23.723, 6, 180.17 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:23.723, 7, 182.13 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:24.723, 0, 183.21 W, 39, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:24.723, 1, 183.65 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:24.723, 2, 179.24 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:24.723, 3, 181.23 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:24.723, 4, 181.30 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:24.723, 5, 179.47 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:24.723, 6, 180.17 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:24.723, 7, 182.13 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:25.723, 0, 182.46 W, 39, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:25.723, 1, 183.64 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:25.723, 2, 178.72 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:25.723, 3, 181.24 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:25.723, 4, 181.30 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:25.723, 5, 179.47 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:25.723, 6, 180.17 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:25.723, 7, 182.13 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:26.723, 0, 182.46 W, 39, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:26.723, 1, 183.63 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:26.723, 2, 178.55 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:26.723, 3, 181.06 W, 30, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:26.723, 4, 181.30 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:26.723, 5, 179.47 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:26.723, 6, 180.17 W, 28, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:26.723, 7, 182.13 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:27.723, 0, 181.96 W, 38, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:27.724, 1, 183.65 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 14:40:27.724, 2, 178.29 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
