timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/09/20 09:44:09.152, 0, 184.10 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:09.154, 1, 185.68 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:09.156, 2, 179.46 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:09.158, 3, 181.30 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:09.159, 4, 183.25 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:09.161, 5, 179.46 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:09.163, 6, 180.17 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:09.165, 7, 184.09 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:10.166, 0, 183.95 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:10.166, 1, 185.68 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:10.166, 2, 179.46 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:10.166, 3, 181.30 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:10.166, 4, 183.25 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:10.166, 5, 179.47 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:10.166, 6, 180.17 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:10.166, 7, 184.09 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:11.167, 0, 183.69 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:11.167, 1, 185.68 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:11.167, 2, 179.46 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:11.167, 3, 181.30 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:11.167, 4, 183.25 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:11.167, 5, 179.47 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:11.167, 6, 180.17 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:11.167, 7, 184.09 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:12.167, 0, 183.61 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:12.167, 1, 185.68 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:12.167, 2, 179.46 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:12.167, 3, 181.30 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:12.167, 4, 183.25 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:12.167, 5, 179.47 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:12.167, 6, 180.17 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:12.167, 7, 184.09 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:13.167, 0, 183.64 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:13.167, 1, 185.68 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:13.167, 2, 179.47 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:13.167, 3, 181.30 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:13.167, 4, 183.25 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:13.167, 5, 179.47 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:13.167, 6, 180.17 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:13.167, 7, 184.09 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:14.167, 0, 183.61 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:14.167, 1, 185.68 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:14.167, 2, 179.46 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:14.167, 3, 181.30 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:14.167, 4, 183.25 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:14.167, 5, 179.46 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:14.167, 6, 180.17 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:14.167, 7, 184.09 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:15.167, 0, 183.61 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:15.167, 1, 185.68 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:15.167, 2, 179.46 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:15.167, 3, 181.30 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:15.167, 4, 183.25 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:15.167, 5, 179.46 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:15.167, 6, 180.17 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:15.167, 7, 184.09 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:16.167, 0, 183.61 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:16.167, 1, 185.68 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:16.168, 2, 179.46 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:16.168, 3, 181.30 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:16.168, 4, 183.25 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:16.168, 5, 179.46 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:16.168, 6, 180.17 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:16.168, 7, 184.05 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:17.168, 0, 183.61 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:17.168, 1, 185.64 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:17.168, 2, 179.47 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:17.168, 3, 181.30 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:17.168, 4, 183.25 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:17.168, 5, 179.47 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:17.168, 6, 180.17 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:17.168, 7, 184.09 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:18.168, 0, 183.61 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:18.168, 1, 185.68 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:18.168, 2, 179.46 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:18.168, 3, 181.30 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:18.168, 4, 183.25 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:18.168, 5, 179.47 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 09:44:18.168, 6, 180.17 W, 29, 120 MHz, 3996 MHz, 0 %, 0 %
