timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/09/22 01:34:39.564, 0, 183.25 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:39.566, 1, 185.20 W, 44, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:39.568, 2, 176.02 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:39.570, 3, 178.06 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:39.571, 4, 180.58 W, 35, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:39.573, 5, 178.64 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:39.575, 6, 178.76 W, 30, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:39.576, 7, 181.26 W, 30, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:40.578, 0, 183.25 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:40.578, 1, 185.20 W, 44, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:40.578, 2, 176.04 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:40.578, 3, 178.07 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:40.578, 4, 180.58 W, 35, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:40.578, 5, 178.64 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:40.578, 6, 178.67 W, 30, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:40.578, 7, 181.30 W, 30, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:41.578, 0, 183.25 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:41.578, 1, 185.20 W, 44, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:41.578, 2, 176.01 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:41.578, 3, 178.08 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:41.579, 4, 180.58 W, 35, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:41.579, 5, 178.64 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:41.579, 6, 178.27 W, 30, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:41.579, 7, 181.29 W, 30, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/22 01:34:42.579, 0, 183.21 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
