pair_id,kind,label,concurrency,baseline_case,comparison_case,metric,baseline_value,comparison_value,absolute_change,percent_change
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,mean_tpot_ms,9.430705916769481,10.063363740932372,0.632657824162891,6.7084885240447620317916307790224750505863411631000
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,median_tpot_ms,9.353322611891535,10.013804306043074,0.660481694151539,7.0614659790716755731872118270355829495705001247100
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,std_tpot_ms,0.7028222124032972,0.7172305130606201,0.0144083006573229,2.0500633592745716855374104312222304633668605174500
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,p90_tpot_ms,10.220464303832884,10.969531670809442,0.749067366976558,7.3290933240248425371280212227660343673036097910100
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,p99_tpot_ms,11.880850501989547,12.235964456865922,0.355113954876375,2.9889607214307445551612341610150411419329792880700
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,p99.9_tpot_ms,12.23648909952277,13.031422219521469,0.794933119998699,6.4964150544595495252343035895751802452921698976900
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,mean_itl_ms,974.0402285077072,1035.7022553731679,61.6620268654607,6.3305421132278000629056469194436085840395700041900
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,median_itl_ms,592.085525393486,570.7812421023846,-21.3042832911014,-3.5981766784356159551596591054443467052080453957300
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,std_itl_ms,1284.5792080532901,1773.522215389344,488.9430073360539,38.062503602017693078524525623550432070412613373020
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,p90_itl_ms,2001.794546842575,2078.6883761174977,76.8938292749227,3.8412448168673015999055646115540814833550954205500
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,p99_itl_ms,4605.316597386263,5066.097374446718,460.780777060455,10.005409341932541314782730624529976938907329049730
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,p99.9_itl_ms,11220.353920210671,22369.124486791265,11148.770566580594,99.362022319981035268077112073755239150451852236490
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,mean_e2el_ms,71907.58279516158,76308.83237467206,4401.24957951048,6.1207030029754043105403378365849419345978810284100
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,median_e2el_ms,71543.6879855115,76164.12097285502,4620.43298734352,6.4581979451202124347835436979620252854161334728500
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,std_e2el_ms,7512.148502274592,7355.938069078535,-156.210433196057,-2.0794375024503080699784554134534967119196304502020
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,p90_e2el_ms,81831.88862870449,85826.2488191016,3994.36019039711,4.8811780558074431794166828667188504900166439919800
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,p99_e2el_ms,92342.68756618258,96776.63973254153,4433.95216635895,4.8016278096531561674269575454664126825479874118300
precision-4-c32,precision,TP=EP=DP4: W4A16 / W4A4 - 1,32,w4a4-tp4-ep4-dp4-c32,w4a16-tp4-ep4-dp4-c32,p99.9_e2el_ms,95755.77774325068,100733.89789805336,4978.12015480268,5.1987673977757038767632537315954886458611847411700
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,duration_s,870.1409717127681,895.8328133220784,25.6918416093103,2.9526068125190096952620901764508006173432995381800
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,output_tok_s,5432.7806110484680144387137994422117594182261122857,5276.9723654902571465404480139908505097040347563104,-155.8082455582108678982657854513612497141913559753,-2.8679281699936261250719835905794350941238858951930
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,output_tok_s_gpu,1358.1951527621170036096784498605529398545565280714,1319.2430913725642866351120034977126274260086890776,-38.9520613895527169745664463628403124285478389938,-2.8679281699936261250719835905794350941238858951910
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,interactivity_tok_s_user,93.290213775632602782686091877341779889343094947972,88.036356641947337991183847973252524790140433699483,-5.253857133685264791502243904089255099202661248489,-5.6317344778746470210687614428238451497340478886090
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,mean_ttft_ms,2097.208162219613,1916.6644773948065,-180.5436848248065,-8.6087632156516724847273836094347438951943233896990
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,median_ttft_ms,343.33820547908545,394.601363921538,51.26315844245255,14.930805143261360905286717052296308772214701182250
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,std_ttft_ms,5589.2757994117,5616.103975901394,26.828176489694,0.4799937854653335131519642859254325201504516831300
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,p90_ttft_ms,5398.912299936637,4089.5482863765214,-1309.3640135601156,-24.252366788315539542438582959020752371182697657914
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,p99_ttft_ms,12475.280780587364,10105.854373611513,-2369.426406975851,-18.992970568348948442272438235827273427352193781294
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,p99.9_ttft_ms,67021.35804578164,69516.57994671761,2495.22190093597,3.7230249784427049467712713535392477805351755516600
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,mean_tpot_ms,10.776766181086332,11.368798023926072,0.592031842839740,5.4935945801513281429063210310702213325440660455500
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,median_tpot_ms,10.719237951421652,11.358943488167053,0.639705536745401,5.9678266276434256540743615670957165130768685312900
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,std_tpot_ms,0.9296081206285739,0.8175017519684965,-0.1121063686600774,-12.059529835461672063662157437289628469713509820935
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,p90_tpot_ms,11.79274671630558,12.276831868227568,0.484085151921988,4.1049397868662248049531855157078407627278677847000
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,p99_tpot_ms,13.898242974429001,13.646608647324724,-0.251634327104277,-1.8105477618088282818674120309166641549696597037530
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,p99.9_tpot_ms,16.759551892957862,14.717735211776017,-2.041816681181845,-12.183002828612553010649404464883609200764283556403
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,mean_itl_ms,1109.7250051550714,1180.7738533304534,71.0488481753820,6.4023832792209394809073604729492621833416250580600
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,median_itl_ms,687.4651713296771,725.5380093120039,38.0728379823268,5.5381479048149181936804500793687348724448262362700
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,std_itl_ms,1709.4360774848035,1953.0869320390063,243.6508545542028,14.253288424373317988277329502429935955170968668020
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,p90_itl_ms,2269.7183021809906,2413.952285330743,144.2339831497524,6.3547085561744293876663009436616172610948606145300
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,p99_itl_ms,5425.585859781124,5833.040097672491,407.454237891367,7.5098661862813888768481354881386049069181674119900
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,p99.9_itl_ms,17453.482787729074,23698.389510073466,6244.906722344392,35.780289804021034039332058764805657156896022113920
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,mean_e2el_ms,81695.70177808055,85860.46051999292,4164.75874191237,5.0978921182727386937249296285519993996374987164900
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,median_e2el_ms,81145.81291098148,85330.9552599676,4185.14234898612,5.1575579797041429379412692827907662774356020523600
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,std_e2el_ms,10208.64542809117,9714.925263102814,-493.720164988356,-4.8362945746923903275392801480535703280870140524960
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,p90_e2el_ms,91758.33700313233,96134.39649031498,4376.05948718265,4.7691137722267848191041308334475978773075092429000
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,p99_e2el_ms,119165.3064846015,109430.76929995326,-9734.53718464824,-8.1689356338844591094000152099310560176348253347340
precision-4-c64,precision,TP=EP=DP4: W4A16 / W4A4 - 1,64,w4a4-tp4-ep4-dp4-c64,w4a16-tp4-ep4-dp4-c64,p99.9_e2el_ms,147777.67263447135,156154.47413833332,8376.80150386197,5.6685163289734716639679999775302773578433097720900
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,duration_s,1051.3382067200728,1111.4335248582065,60.0953181381337,5.7160785895546321323352965710630252309543180869400
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,output_tok_s,8968.1122018905363894580239087602132111158992204215,8483.2055081322685494999377678242335058967970699088,-484.9066937582678399580861409359797052191021505127,-5.4070096676092695919930568658096466081515582556610
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,output_tok_s_gpu,2242.0280504726340973645059771900533027789748051054,2120.8013770330671373749844419560583764741992674772,-121.2266734395669599895215352339949263047755376282,-5.4070096676092695919930568658096466081515582556620
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,interactivity_tok_s_user,74.956020015399055345528863640636994682143492393288,70.101939861814015626494799274177162446672145295700,-4.854080153585039719034064366459832235471347097588,-6.4759043404223058074974199336880864489616770250250
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,mean_ttft_ms,1837.0850399835035,1732.457675272235,-104.6273647112685,-5.6952924025883975360875506884287013082049070908180
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,median_ttft_ms,464.9120944086462,493.0304102599621,28.1183158513159,6.0480930028463827769131695130068729693099590289600
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,std_ttft_ms,4571.118097468528,3956.7511073152205,-614.3669901533075,-13.440190715998831111410355595770801830899338009331
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,p90_ttft_ms,4494.916263176134,4014.400291163481,-480.515972012653,-10.690209647490020575261825008996131706995822924837
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,p99_ttft_ms,10153.73193264008,8773.233046252282,-1380.498886387798,-13.595975307857604382237349043598674121877867266515
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,p99.9_ttft_ms,74667.04519223905,70441.38357694546,-4225.66161529359,-5.6593395445261419188728009438530167587935577021350
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,mean_tpot_ms,13.414212942687959,14.289931321879745,0.875718379191786,6.5282874435740715930112618366501822987178264249700
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,median_tpot_ms,13.341156584815453,14.264940484831302,0.923783900015849,6.9243164499491377364632560844687128391590231491400
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,std_tpot_ms,1.2125434298973479,1.2004430687063061,-0.0121003611910418,-0.99793218887559337552608428940466170113543584448000
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,p90_tpot_ms,14.680460182095787,15.63992939176828,0.959469209672493,6.5356889209962005512099782035157765341105459301000
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,p99_tpot_ms,16.94884423412689,17.342502990624542,0.393658756497652,2.3226289123892647851510679115379367284770428440400
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,p99.9_tpot_ms,21.36638283018752,19.98558309185781,-1.38079973832971,-6.4624871196206660130936506630600645578558594372110
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,mean_itl_ms,1370.8668166287098,1495.426222960081,124.5594063313712,9.0861785273709262470704743015601389507709736204500
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,median_itl_ms,850.6165319122374,866.3604685571045,15.7439366448671,1.8508853348375181935532980849865973196409081147800
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,std_itl_ms,1908.9095558288134,2644.7375058383604,735.8279500095470,38.547030568457919702042907326126737855397234662150
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,p90_itl_ms,2829.783289507032,3040.1246277149767,210.3413382079447,7.4331253205112971470694539057782529180966694394900
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,p99_itl_ms,6600.584241459138,7428.535774452609,827.951532993471,12.543609818552098693702533189133008190722650438380
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,p99.9_itl_ms,17658.5126269284,38269.207978831546,20610.695351903146,116.71818452292978740988284102205249743524613324821
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,mean_e2el_ms,100657.30448821196,106989.43413845955,6332.12965024759,6.2907800705006457539528532891860460329240852866100
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,median_e2el_ms,99978.10303443111,106743.83209296502,6765.72905853391,6.7672108723686067344194412348518298322211696029600
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,std_e2el_ms,12100.660178134956,12131.717419135788,31.057241000832,0.2566574099564439931652395291699589726385702835400
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,p90_e2el_ms,115033.2541414071,121311.76303438844,6278.50889298134,5.4579946814886658798269244392993187267358124710300
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,p99_e2el_ms,131070.6626942102,137642.30548346415,6571.64278925395,5.0138167109032553628248929872823750163107056211600
precision-4-c128,precision,TP=EP=DP4: W4A16 / W4A4 - 1,128,w4a4-tp4-ep4-dp4-c128,w4a16-tp4-ep4-dp4-c128,p99.9_e2el_ms,181777.00733278564,172114.3494809724,-9662.65785181324,-5.3156656023737194687558930234207791551402373984410
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,duration_s,381.00478667160496,379.59581943321973,-1.40896723838523,-0.36980302811776609045821495147426879263328142679600
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,output_tok_s,762.41036900770431429434984658307085690931599076620,765.24025062689856770599117626483600241172661214404,2.82988161919425341164132968176514550241062137784,0.3711756468996366539736942457403956595153966706100
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,output_tok_s_gpu,95.301296125963039286793730822883857113664498845775,95.655031328362320963248897033104500301465826518005,0.353735202399281676455166210220643187801327672230,0.3711756468996366539736942457403956595153966706100
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,interactivity_tok_s_user,192.21186440641685231045673193096595360008267679202,196.39391081707082112767339596278390714131418891480,4.18204641065396881721666403181795354123151212278,2.1757483199951491968751392910246655813410233072900
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,mean_ttft_ms,265.25992542738095,269.7490941849537,4.48916875757275,1.6923659879417896100428642274544530077413683647100
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,median_ttft_ms,258.7169432081282,265.6993761193007,6.9824329111725,2.6988695926093218009903918443374291421778691935600
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,std_ttft_ms,80.99142680386282,71.43458728308002,-9.55683952078280,-11.799816224903194740237857388796049703885582656297
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,p90_ttft_ms,313.53882956318586,349.1754245478661,35.63659498468024,11.365927159429732188032153325779723510955914949600
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,p99_ttft_ms,490.01190891489387,443.0525062279776,-46.95940268691627,-9.5833186566639672494683572334340887245560431908270
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,p99.9_ttft_ms,490.065184827894,443.08799925865605,-46.97718556923795,-9.5859055129035270159086579892427483741711063430980
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,mean_tpot_ms,5.1769110935771225,5.097155206307287,-0.0797558872698355,-1.5406076293020917586498145312109617126104278161710
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,median_tpot_ms,5.20259247829561,5.0918075608333915,-0.1107849174622185,-2.1294175533524024898752595128724157847444197165640
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,std_tpot_ms,0.2996564274385741,0.28941595958842725,-0.01024046785014685,-3.4174030364311209616069870320921937332199953663180
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,p90_tpot_ms,5.539637165941104,5.4779417429076345,-0.0616954230334695,-1.1137087355248896078489978667212722968359144793120
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,p99_tpot_ms,5.781449421563811,5.874620689210544,0.093171267646733,1.6115555261838011100411882185601442848470413853000
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,p99.9_tpot_ms,5.871916133927112,5.997620265813353,0.125704131886241,2.1407685160886421365228355879046818212494579965300
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,mean_itl_ms,548.5005631273015,519.5622126505428,-28.9383504767587,-5.2759016894650658746517328853826945408102615036200
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,median_itl_ms,303.6672242451459,283.399045933038,-20.2681783121079,-6.6744701745439968919340955688046642830948678548290
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,std_itl_ms,951.4199553814251,962.0266635844748,10.6067082030497,1.1148292762891925383344173258869066268763030634100
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,p90_itl_ms,1065.9302439074954,1030.4539368487895,-35.4763070587059,-3.3282015649219762212530686403495336167120495620350
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,p99_itl_ms,2717.684557340124,2511.0003337264047,-206.6842236137193,-7.6051587023038130328300709757544186315374879312630
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,p99.9_itl_ms,15293.469361748776,9386.8247665096,-5906.644595239176,-38.622005612490818336658357595355455960309627687223
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,mean_e2el_ms,37837.548269017134,37249.58944430109,-587.958824716044,-1.5539030714563705133062533139896609894620892184480
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,median_e2el_ms,37531.24128165655,36034.84590584412,-1496.39537581243,-3.9870660407488186798973237800627330674882778493880
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,std_e2el_ms,3003.9415555365135,2713.068199017069,-290.8733565194445,-9.6830564490624250823068848290571169738572575099410
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,p90_e2el_ms,42276.636839751154,41238.09364521876,-1038.543194532394,-2.4565416555460020495995537289771475243781725389690
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,p99_e2el_ms,44460.039216950536,41722.65863105189,-2737.380585898646,-6.1569459544133975021250396638858437775708282586920
precision-8-c4,precision,TP=EP=DP8: W4A16 / W4A4 - 1,4,w4a4-tp8-ep8-dp8-c4,w4a16-tp8-ep8-dp8-c4,p99.9_e2el_ms,44731.75909662806,41776.76287881425,-2954.99621781381,-6.6060362424614809715231066364907975235842844329740
