timestamp, index, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%]
2026/09/20 15:33:44.970, 0, 185.48 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:44.972, 1, 187.09 W, 44, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:44.974, 2, 179.46 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:44.975, 3, 181.69 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:44.977, 4, 189.34 W, 44, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:44.981, 5, 185.46 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:44.983, 6, 183.14 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:44.984, 7, 186.17 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:45.986, 0, 185.49 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:45.986, 1, 187.08 W, 44, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:45.986, 2, 179.47 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:45.986, 3, 182.22 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:45.986, 4, 189.34 W, 44, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:45.986, 5, 185.48 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:45.986, 6, 182.64 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:45.986, 7, 186.17 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:46.987, 0, 185.49 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:46.987, 1, 186.63 W, 44, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:46.987, 2, 179.47 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:46.987, 3, 182.00 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:46.987, 4, 189.34 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:46.987, 5, 185.47 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:46.987, 6, 182.32 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:46.987, 7, 186.17 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:47.987, 0, 185.47 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:47.987, 1, 186.31 W, 44, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:47.987, 2, 179.47 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:47.987, 3, 181.73 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:47.987, 4, 189.34 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:47.987, 5, 185.47 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:47.987, 6, 182.25 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:47.987, 7, 186.17 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:48.987, 0, 185.47 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:48.987, 1, 185.72 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:48.987, 2, 179.46 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:48.987, 3, 181.60 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:48.987, 4, 189.32 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:48.987, 5, 185.46 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:48.987, 6, 182.25 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:48.987, 7, 186.17 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:49.987, 0, 185.43 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:49.987, 1, 185.60 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:49.987, 2, 179.47 W, 33, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:49.987, 3, 181.38 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:49.987, 4, 189.32 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:49.987, 5, 185.45 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:49.988, 6, 182.25 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:49.988, 7, 186.17 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:50.988, 0, 185.50 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:50.988, 1, 185.56 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:50.988, 2, 179.46 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:50.988, 3, 181.34 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:50.988, 4, 189.34 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:50.988, 5, 185.43 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:50.988, 6, 182.25 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:50.988, 7, 186.17 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:51.988, 0, 185.48 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:51.988, 1, 185.56 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:51.988, 2, 179.47 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:51.988, 3, 181.30 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:51.988, 4, 189.34 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:51.988, 5, 184.97 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:51.988, 6, 182.25 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:51.988, 7, 186.17 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:52.988, 0, 185.06 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:52.988, 1, 185.56 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:52.988, 2, 179.46 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:52.988, 3, 181.41 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:52.988, 4, 189.30 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:52.988, 5, 184.83 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:52.988, 6, 182.25 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:52.988, 7, 186.17 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:53.989, 0, 184.82 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:53.989, 1, 185.56 W, 43, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:53.989, 2, 179.47 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:53.989, 3, 181.30 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:53.989, 4, 188.91 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:53.989, 5, 184.46 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:53.989, 6, 182.25 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:53.989, 7, 186.01 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:54.989, 0, 184.27 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:54.989, 1, 185.56 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:54.989, 2, 179.46 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:54.989, 3, 181.30 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:54.989, 4, 188.77 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:54.989, 5, 183.82 W, 39, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:54.989, 6, 182.25 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:54.989, 7, 185.82 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:55.989, 0, 184.83 W, 41, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:55.989, 1, 185.56 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:55.989, 2, 179.47 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:55.989, 3, 181.30 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:55.989, 4, 187.90 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:55.989, 5, 183.75 W, 39, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:55.989, 6, 182.25 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:55.989, 7, 185.25 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:56.989, 0, 185.08 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:56.989, 1, 185.56 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:56.989, 2, 179.47 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:56.989, 3, 181.30 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:56.989, 4, 187.43 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:56.989, 5, 183.51 W, 39, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:56.989, 6, 182.25 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:56.990, 7, 184.56 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:57.990, 0, 184.29 W, 40, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:57.990, 1, 185.56 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:57.990, 2, 179.47 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:57.990, 3, 181.30 W, 31, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:57.990, 4, 187.81 W, 42, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:57.990, 5, 183.52 W, 39, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:57.990, 6, 182.25 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
2026/09/20 15:33:57.990, 7, 184.33 W, 32, 120 MHz, 3996 MHz, 0 %, 0 %
